Environment_State,Opponent_Strategy,NPC_Action_Type,Sensory_Input_Level,Decision_Time,Policy_Confidence,Reward_Score,Human_Likeness_Score,Behavioral_Diversity
Calm,Balanced,Hide,0.5619928474668068,0.6551402734486732,0.802851208995546,81,0.40114796949179754,0.06930450601874871
Chaotic,Balanced,Hide,0.34592044750169426,1.293800835324437,0.24651990563798298,19,0.9477960660144571,0.4564134397124243
Combat,Random,Communicate,0.315189521097359,2.8114838523324197,0.9760326986002038,46,0.3965905743863297,0.609689061249568
Combat,Aggressive,Communicate,0.7718577261816213,1.348566607570851,0.34481760774616976,8,0.12487007690592267,0.2558725408122128
Combat,Aggressive,Hide,0.08642461076254648,2.646155041256021,0.3373109541512276,76,0.5254451263621795,0.40707677937898024
Combat,Defensive,Hide,0.2367843093113854,1.8559638231860418,0.3119119055367052,78,0.10949097255446216,0.6776815411176983
Combat,Random,Hide,0.7324487318380898,0.8166815085180366,0.12211151592428793,26,0.2028532387278652,0.22673422689836142
Chaotic,Aggressive,Defend,0.5483205837264242,1.1319788018517132,0.11113714733201241,14,0.9983187565709567,0.6019813529744524
Chaotic,Random,Hide,0.1279882085335864,0.34336665388214527,0.6481050345341234,91,0.541362638396132,0.6974478281643061
Stealth,Aggressive,Explore,0.8821356142820601,1.0670415214284303,0.875118044558047,18,0.284058389040429,0.09049631109586675
Combat,Balanced,Attack,0.39344784656359155,2.0648687419602485,0.7905205102716735,89,0.9947749545739061,0.49752931602745276
Chaotic,Aggressive,Hide,0.8278683753221728,0.30912216949536203,0.1411075940213511,51,0.9665589185551432,0.2630800299241908
Stealth,Random,Attack,0.7877130155277087,0.695664084586285,0.5455821217920664,25,0.44073904108426354,0.7243863559980446
Combat,Balanced,Defend,0.624425446471728,1.2061790200986033,0.10559154597664,88,0.2604031087879084,0.18955550853694048
Calm,Balanced,Attack,0.49448113129509297,2.947943657346291,0.045294643613077445,25,0.83839963809219,0.8922379155381064
Stealth,Balanced,Defend,0.9795508403817569,2.3760992865807524,0.6563858593847672,25,0.7156207169717858,0.4309413365183269
Chaotic,Random,Explore,0.14496507237981704,2.2271115648271014,0.5351523336803503,45,0.6869414350035103,0.1980030303075535
Calm,Defensive,Defend,0.7251557275511148,0.4369537739237933,0.08202368521147085,91,0.8931137413224726,0.43802179635032934
Calm,Defensive,Defend,0.191190701464789,2.364888091483475,0.034939246405988444,48,0.6894171338713246,0.40874376280852787
Calm,Defensive,Communicate,0.3382631053323484,2.377279553396444,0.9897564134093346,81,0.28379794304154915,0.4289189594937103
Stealth,Random,Hide,0.30869874337319525,1.843197817310552,0.030021332149071878,95,0.6938631618757323,0.5855612934974469
Chaotic,Balanced,Hide,0.947035987738723,2.9720491677952783,0.44452825305015964,52,0.30581351128366396,0.5211737249135375
Calm,Defensive,Explore,0.9673561777882752,1.0432363271812006,0.5046190246076956,2,0.759238979656995,0.14977713168090268
Combat,Random,Explore,0.18301544423472715,2.8296900999013697,0.11728014780044504,65,0.619747854491566,0.06557907264663632
Calm,Defensive,Hide,0.022035160297504186,2.7527202333738603,0.16906177843971626,96,0.07741155198475058,0.7294154487265405
Calm,Aggressive,Communicate,0.7200080396631131,0.13329391327319573,0.3518050064103525,41,0.512835362435142,0.5597174359283135
Stealth,Defensive,Hide,0.41798993387048433,1.4053379267769521,0.7616758762136626,18,0.34330096919574093,0.35900076807926373
Stealth,Defensive,Communicate,0.08884024508756438,2.933602275849563,0.5070824240602667,16,0.32857063273229425,0.8083578224980739
Chaotic,Balanced,Explore,0.6837541055770425,0.39905195098341983,0.6379018745529615,32,0.6022563023772572,0.38805847426095696
Combat,Random,Attack,0.5451055282606997,1.6885756137116263,0.9851745550906748,75,0.3223248244694249,0.7959650896006075
Stealth,Balanced,Explore,0.980516822001106,2.938976770419202,0.7680054353132096,48,0.7768937482048727,0.3057561275123747
Calm,Balanced,Explore,0.22740949586137893,1.7109367299069946,0.4343614981412177,55,0.07079143601117444,0.07284529754519975
Chaotic,Balanced,Defend,0.40397787632654825,0.6504643786192523,0.44644192179654874,62,0.6603882523958254,0.9326396937999291
Calm,Balanced,Defend,0.5425458033954229,1.7883313672685104,0.618772077041005,2,0.8091948036567412,0.39455112928137315
Calm,Balanced,Defend,0.7916999884533517,0.6928776644536858,0.6653652084189043,48,0.6728316899204301,0.7926925728493779
Stealth,Defensive,Defend,0.5488386567200587,1.6071423623940044,0.5007109258366713,54,0.49722919501999574,0.27914413322230447
Chaotic,Balanced,Communicate,0.6129001608619492,0.3147224319458092,0.6448612228149799,25,0.9503070137361812,0.646365112123656
Combat,Balanced,Hide,0.22614705158994075,1.8558997407217734,0.02353249441409877,98,0.2999384897980636,0.8733108732577283
Combat,Random,Attack,0.8469187280885598,1.5986908234716588,0.4296228638968441,71,0.019167887524977778,0.041644022339980324
Stealth,Aggressive,Explore,0.42863054697047576,2.246467969408243,0.27893807607347676,51,0.43198937146344085,0.8306357646860892
Stealth,Defensive,Communicate,0.14095962752176927,1.9290313663604766,0.1291744452431104,99,0.03301193590032725,0.5713330049719286
Chaotic,Defensive,Attack,0.6641879145054174,1.6938581787391944,0.09954651280877513,6,0.9539367525264087,0.6074717539085692
Combat,Defensive,Communicate,0.2160904531853075,2.100358662819551,0.6031921656146675,45,0.2099180457480515,0.5231580008059826
Combat,Balanced,Communicate,0.09756251023929974,0.5174315493594694,0.5236005471526117,45,0.7889270239488795,0.8744751032836424
Combat,Balanced,Explore,0.8619869084042723,1.8265430176499518,0.2535841169963692,99,0.7745720831743649,0.04343335723563746
Calm,Balanced,Hide,0.46016226448843967,0.5991207481860553,0.4709500587725145,15,0.21772889968293352,0.2610283915358481
Combat,Random,Defend,0.7492837126957764,2.7840144027704548,0.4922323151824083,23,0.6212265304801673,0.8757625388591553
Calm,Aggressive,Hide,0.2905875598063551,0.29816890405225216,0.1950089804386158,60,0.04807896848645021,0.752345702531956
Chaotic,Balanced,Explore,0.7869701349176663,1.3480867741033005,0.6520930618816506,53,0.48357458570386747,0.017645160178605845
Calm,Aggressive,Explore,0.11193592702153032,2.11781268520079,0.7809193563860904,61,0.014647127272486737,0.5170062832097087
Chaotic,Random,Explore,0.3559733737948527,1.4282644138379503,0.791463540889519,0,0.9211438801808418,0.5295726807126748
Combat,Defensive,Attack,0.9780618179735285,0.3670762343754168,0.6024698307034551,48,0.9760860241995717,0.4008821351279104
Combat,Balanced,Hide,0.7939897163680061,1.7047991467674515,0.5116385825190141,24,0.22228276663858526,0.2973933320619897
Chaotic,Aggressive,Hide,0.4972559303146882,1.9607325355993281,0.06100714300539489,9,0.20810603459637278,0.6817248504123421
Stealth,Aggressive,Communicate,0.3397774715618851,2.140997701872472,0.28783129885160585,79,0.7537201765621296,0.20779046470475382
Chaotic,Balanced,Communicate,0.8721357000224765,1.1824534619420008,0.0932714467781699,15,0.25337939882933447,0.7989485620717061
Stealth,Defensive,Communicate,0.5448477590845157,1.7346139159834104,0.9638231608784736,57,0.895076559161845,0.8030371607674718
Calm,Defensive,Explore,0.7584250178691111,1.406990777322848,0.1350801462257607,71,0.5739291361229822,0.4152614375728205
Calm,Defensive,Hide,0.754107680316164,2.048962512381535,0.15177540985110205,28,0.3507776230103121,0.28354801090964765
Calm,Random,Explore,0.01794567856849183,1.7923152052419737,0.8895766183304922,91,0.8326937463494201,0.2838781815907132
Combat,Aggressive,Attack,0.12625378279261346,1.6246930367214911,0.9439282834764579,5,0.4934067004133952,0.4822913239962101
Calm,Aggressive,Communicate,0.6596293663947422,0.823620663830921,0.7658290392349099,15,0.9116329137084755,0.7195792247493588
Stealth,Aggressive,Explore,0.16161981128587144,0.10585370146987837,0.00540492367266987,19,0.928014236729381,0.35886869099385876
Calm,Random,Explore,0.2554933446556047,0.6048368584031448,0.0013462709565636999,79,0.16542015212840933,0.6100433454577515
Chaotic,Aggressive,Attack,0.9466379541996072,0.4394915201300891,0.3781007697874508,70,0.0023234061319302723,0.38248446058259433
Chaotic,Random,Defend,0.5601822583749119,1.4023457605317455,0.14339537001089253,77,0.9839309401424022,0.3045231891513833
Combat,Defensive,Hide,0.7507295069993472,1.8755486372093495,0.018386142151597284,42,0.9061375361274794,0.02485951591579416
Chaotic,Balanced,Defend,0.5579807387826399,0.7179465251859437,0.4640666894045047,25,0.05544523570384141,0.003914105735390638
Stealth,Aggressive,Communicate,0.5525136147827252,2.823265578304843,0.9430618974069715,89,0.8330342639410699,0.22720767783200446
Calm,Aggressive,Explore,0.0941519101256979,0.11937817474927456,0.3238195749024314,77,0.4578049325592066,0.40640628680099544
Combat,Defensive,Attack,0.34366319260910305,2.3396729439794943,0.6611406784286965,70,0.2589616050249752,0.8512611673620603
Calm,Balanced,Attack,0.2824308986865117,1.9130938316382826,0.6522353531324407,32,0.8787465236769298,0.7984842429304254
Calm,Random,Hide,0.39072836561361324,1.1833089230382776,0.25108010366516775,25,0.19666723239030726,0.2671652625879899
Stealth,Balanced,Defend,0.7983441882243283,0.24641793879598298,0.6504252488238643,44,0.9472999994200669,0.24454044298429933
Chaotic,Defensive,Hide,0.37193266791686486,1.9197110581744101,0.21233397428689127,83,0.20562148769934108,0.22732207107002744
Chaotic,Defensive,Explore,0.4516968192316827,1.2182791873103793,0.12200741357688905,62,0.6136831877287435,0.339237340528867
Calm,Balanced,Hide,0.3973813904853165,2.8151747042983355,0.7013832855596901,66,0.22308633452897486,0.4981987195616854
Combat,Random,Attack,0.0934079719752956,1.6717712171803212,0.11344081710391674,51,0.5456686649686348,0.4386677720315755
Chaotic,Random,Attack,0.4410721582507837,2.824989382751174,0.9969092185893553,67,0.6839751299151413,0.21827319878149376
Combat,Aggressive,Communicate,0.19560927304451503,0.7394027110725818,0.18345240115022932,25,0.19022793082013756,0.13045140994361804
Chaotic,Random,Communicate,0.18672329577304148,2.2046051400558997,0.5941418627564575,74,0.5208857827006792,0.012577812486195383
Combat,Balanced,Explore,0.09403610443426635,1.8900221604613046,0.4113745714125894,1,0.469059744390119,0.15396323866650385
Stealth,Defensive,Defend,0.35667097414176474,2.2442838665108042,0.1263864224056671,13,0.07103742140334124,0.7053563701941182
Combat,Aggressive,Hide,0.7574818847894174,0.7225368055203566,0.027843907577413396,29,0.8183078176753029,0.24363856934558292
Stealth,Aggressive,Explore,0.27644169058339607,2.0284840970895437,0.6227322822928333,48,0.3356824006428417,0.4686018101215098
Stealth,Defensive,Communicate,0.31234910188551357,1.54431713986492,0.8067575637891261,11,0.5745821975518796,0.5913011489232447
Combat,Random,Hide,0.6426746576724236,2.2541924272283174,0.842015661506744,89,0.5147842349331344,0.8868409028316071
Stealth,Defensive,Communicate,0.19584081258691888,1.0484294680402715,0.48271347307693446,43,0.5132605045704423,0.8888550983934195
Calm,Random,Hide,0.8969579304235343,2.6811653738492325,0.7774554671823856,32,0.10722239420848745,0.745733733681359
Stealth,Defensive,Defend,0.5201905232515545,0.3444738123729161,0.6728471334885447,12,0.42348200924933277,0.03515699204850142
Chaotic,Balanced,Explore,0.44760294032021697,2.440849024494445,0.7242545274991332,77,0.4523667592065702,0.5750704190854149
Combat,Random,Hide,0.5578201919292014,2.5978269148637634,0.4925990052218141,87,0.7336428403644485,0.7865834708315065
Calm,Balanced,Attack,0.16603431341619546,2.4700317029637815,0.6334117402421271,97,0.8400188319206985,0.01728804476336321
Combat,Aggressive,Attack,0.6134731386391763,1.5869065433591505,0.805525913576057,25,0.544982278100018,0.5496846136565783
Chaotic,Defensive,Hide,0.36310073663401043,1.3713164420892079,0.39788417555702305,20,0.08678295406499048,0.8577641457860294
Chaotic,Aggressive,Hide,0.8971863409646189,2.9891606309221426,0.8059789008675837,27,0.23684947059654626,0.47410207584226693
Chaotic,Aggressive,Hide,0.16885420667768614,0.7645986585210701,0.5920168427890629,47,0.16493402685273106,0.004106202897448452
Stealth,Aggressive,Attack,0.507051103865441,1.6859403010405294,0.16590102437078624,99,0.12461506318912474,0.01101335833560746
Stealth,Aggressive,Attack,0.598112629369018,2.044959023608744,0.024684157224584613,39,0.36589929861780757,0.41663603741375055
Combat,Defensive,Hide,0.03338360178638122,2.132516143998153,0.36275360039915205,65,0.22939350215438203,0.15500866741675456
Combat,Aggressive,Communicate,0.36369312475614024,0.6916715306418781,0.5466963282963399,72,0.2183031118115123,0.6644506570932596
Calm,Defensive,Communicate,0.7326352347008328,1.9965828677854236,0.8398203522034884,86,0.054693174576267656,0.708799264906154
Calm,Defensive,Defend,0.8203775074489733,2.473271742795878,0.1274856801402462,78,0.01767004479543388,0.1778797954606286
Combat,Balanced,Explore,0.31316199481728235,0.24505387278122542,0.8002063476835791,76,0.1027682426497818,0.8885332885244849
Stealth,Random,Communicate,0.7985932723827512,2.7434117506434177,0.863009046067227,22,0.17219747942363306,0.4419078449789259
Chaotic,Random,Attack,0.9677558771033888,0.1855617599210972,0.1506874870008338,80,0.43098372884820313,0.14284590759192373
Combat,Defensive,Communicate,0.8568739360750941,1.1323159942163437,0.851594319304219,47,0.5105202612988446,0.7642515980693955
Calm,Balanced,Defend,0.1176439881593252,0.14585826907559,0.991453567842792,1,0.14059191817336558,0.7899745000167728
Stealth,Defensive,Defend,0.7397303320855406,0.3237209887647874,0.7268388310482375,83,0.4247833415241863,0.6392954726654575
Combat,Defensive,Explore,0.3196668324405447,2.7423880270222294,0.784769681824988,19,0.3417488423259273,0.8534655532025531
Combat,Defensive,Communicate,0.9884159894120765,1.1290964091638287,0.9944152675588734,58,0.18342364349795603,0.7373729720306713
Stealth,Balanced,Attack,0.4853589831598871,1.3318374382326534,0.6054812505259454,45,0.006840748148363551,0.8822057372269906
Combat,Random,Attack,0.12243389835894103,0.7244987060094026,0.3078863820162494,2,0.4670178665217417,0.43388804848547946
Stealth,Balanced,Hide,0.7251855480273908,1.8315777335414873,0.8375308340760557,54,0.6856517492651993,0.7475971280994425
Chaotic,Aggressive,Attack,0.32301119838621384,1.82492932256559,0.6144857775116312,11,0.22627733414380702,0.9997515634290444
Stealth,Balanced,Explore,0.9970781570816617,1.179381136293136,0.5811954237209566,39,0.13180682989667936,0.7249311975196192
Stealth,Balanced,Explore,0.9797824578545219,1.0658011282356552,0.25363555551403827,65,0.8870427444469619,0.11418378023713216
Stealth,Balanced,Attack,0.6561340180205807,2.666396493723705,0.7563342695828866,99,0.2750247724877978,0.518318722429183
Combat,Balanced,Attack,0.12982644895171758,1.2115242949623841,0.08166727586009626,77,0.22361261979266478,0.5873477912430279
Combat,Random,Hide,0.6868609976750291,1.531152877247784,0.9242870707946612,15,0.8570969396099158,0.17421067507139099
Stealth,Aggressive,Attack,0.0930304864600272,0.9215838110322988,0.32582346077048474,82,0.8171070991667613,0.9628916341780376
Combat,Random,Hide,0.029364159102392318,2.3816315597356694,0.12777465278999045,33,0.4483464705246336,0.1755797776346163
Calm,Random,Hide,0.8229584462214861,1.2525996550073657,0.4423665331024188,43,0.4892388614277745,0.17755791971322277
Calm,Balanced,Attack,0.20975294768368136,1.5894720349785412,0.042469909256533156,5,0.21774870483402198,0.915167137974555
Combat,Defensive,Defend,0.3790271262190974,0.834735793173018,0.6846261942649663,76,0.0783016704795575,0.46520543312167106
Combat,Defensive,Defend,0.9734573899761731,2.96421281778963,0.9027055104453562,63,0.5734318253556611,0.0631882792745162
Stealth,Random,Hide,0.33684050186110326,0.9453376486787963,0.8372630071385088,99,0.09834492159021313,0.5981874999385286
Chaotic,Random,Attack,0.29648978128331527,2.3351533396260997,0.12736947344788108,21,0.4492745469566498,0.6018263486330478
Combat,Balanced,Defend,0.9182079996227752,1.3397373860346016,0.12627113710773186,17,0.9404971985130107,0.0645007586865618
Calm,Random,Attack,0.11074844531895811,0.6980304747440056,0.8134344823242641,11,0.9528343891705844,0.972522495633662
Stealth,Balanced,Attack,0.7595824101146318,2.4191844154980973,0.9242542746031159,51,0.2393322865473586,0.5440299652945756
Combat,Defensive,Attack,0.988065566652774,1.067459688184225,0.46066982983348914,93,0.6241134200456544,0.5597957221797643
Calm,Defensive,Communicate,0.9012960107746488,2.609060707453652,0.49897111691376594,50,0.47407626410785764,0.5201154145023945
Calm,Aggressive,Attack,0.6516679187064259,2.7542458362616866,0.3182620413857259,70,0.875685127586106,0.61073177964462
Chaotic,Defensive,Communicate,0.314060794992732,2.5934891226347,0.894265118256414,95,0.27143086427605323,0.26429975277375495
Stealth,Random,Hide,0.2543219811783167,0.20152295293973638,0.6449029052923559,47,0.003702406832416849,0.2872413479748408
Stealth,Defensive,Defend,0.8192551048714611,2.3833827005148063,0.2882515771673685,18,0.1625612059314151,0.5113390897961327
Chaotic,Balanced,Defend,0.8798219139516953,1.2928844528475174,0.2987828710542516,5,0.34952280116939805,0.8066858547635796
Chaotic,Defensive,Defend,0.5254349125456929,2.6337964685284527,0.8912000730636024,83,0.3157211297704886,0.04986457649417886
Stealth,Aggressive,Defend,0.24433994078646615,1.9500673617857425,0.013634023905821469,26,0.7913629191228859,0.603404212220246
Stealth,Defensive,Defend,0.11294320841117356,2.5175650890174794,0.3227265727266384,52,0.6805606661388378,0.806778142506314
Combat,Balanced,Defend,0.08717946783183117,1.5483521326138225,0.554356681216369,47,0.29955631961489726,0.15691727203722716
Combat,Balanced,Defend,0.7190774473538556,1.6515739633369053,0.14821746209932463,6,0.4577438171662134,0.015022541980566295
Chaotic,Random,Hide,0.42011872784772497,0.518724133187635,0.0920987541995898,58,0.09555910395833522,0.31271329514145807
Combat,Defensive,Attack,0.9053598742778703,2.373563340199131,0.81527633109056,68,0.8981464448201008,0.5881437067295981
Calm,Balanced,Explore,0.7396713007267637,1.3162298738342177,0.8944043886485072,10,0.9354248244485341,0.13828317340474772
Combat,Aggressive,Communicate,0.1912604179145867,1.5502323429875895,0.8236064207981895,14,0.9798035353809381,0.4261223709724855
Combat,Random,Explore,0.613777418815699,2.376783370877552,0.8987878897373477,63,0.8685528307858377,0.5523214973742779
Calm,Aggressive,Explore,0.43550545439815935,1.836651660230373,0.5531119710583715,2,0.17396088769622553,0.5988830947573172
Chaotic,Defensive,Attack,0.5772497307686131,0.6831863095837355,0.8122581209903419,68,0.046196483201628835,0.27441172100037514
Calm,Defensive,Attack,0.7380691233385172,1.811674711537589,0.3840426383911004,22,0.579596727412674,0.4000296359862914
Combat,Defensive,Attack,0.8061958810037908,1.2821352881410017,0.6662678614790385,52,0.9126050268831104,0.7783392290675587
Chaotic,Random,Defend,0.8437373264067243,1.4616240719272018,0.9888355313891645,36,0.17735136165974286,0.9412146941206855
Combat,Balanced,Hide,0.2539748745720247,0.18210269576773658,0.22572772383912743,8,0.0070429146241418605,0.8618803311182572
Calm,Random,Defend,0.031115599917357684,0.7090851135972166,0.3898997462910806,14,0.8054960460322443,0.5642835017334319
Calm,Aggressive,Hide,0.7392947351647732,0.9150104360049819,0.4800473773100856,2,0.076795684286734,0.41029280294394654
Combat,Random,Hide,0.1063437262557746,2.1675840227905367,0.13801548702005173,92,0.4137060319100304,0.3329566143714182
Stealth,Aggressive,Explore,0.31491958861296765,0.13332817256453441,0.08103861046505678,69,0.678887337188785,0.12495656608401806
Stealth,Random,Explore,0.0038171341243471435,1.285454057564483,0.8297228663216244,16,0.23679758545618013,0.10655124721611298
Calm,Balanced,Hide,0.6816694824016201,2.7796779242346252,0.9767943728275862,25,0.0839625634467267,0.6883576249136577
Calm,Aggressive,Hide,0.16713201147122125,0.42445378799245914,0.40472506382965867,20,0.7700212284558287,0.2597944161711604
Stealth,Defensive,Defend,0.6552824096916582,1.597630725833972,0.08764983619465327,71,0.6301750848870414,0.2546616864324468
Stealth,Defensive,Defend,0.9917426171678388,2.3809149089334563,0.06581176069057648,20,0.9884904844868048,0.9981950544777857
Combat,Random,Explore,0.07267087161001629,2.8333407918083386,0.8913182063602987,10,0.3443080333199593,0.1879259578737954
Combat,Defensive,Attack,0.07707801195146069,2.265652254647782,0.46381424972767993,37,0.0617623862901997,0.14805975948882966
Stealth,Aggressive,Hide,0.3403800926666749,2.1896400910687777,0.3200273165623919,71,0.7343500353352957,0.09868522775992061
Combat,Defensive,Defend,0.866386514251342,2.496815461567711,0.4764612712393995,87,0.5217334188532456,0.5798053451667962
Combat,Balanced,Explore,0.21552986879133185,1.3939835408348766,0.31830409469234733,34,0.21320393138913507,0.6278638260021014
Chaotic,Balanced,Defend,0.36037781993034756,2.4369491445917157,0.48903577530762,13,0.7817289890047594,0.36522792625688194
Combat,Random,Hide,0.06850540662697957,0.12309677376180828,0.8595563969179368,13,0.20375548584994374,0.5354133355114677
Calm,Aggressive,Hide,0.7631552912588894,2.7812270605927343,0.5923013710620957,9,0.2606616548329366,0.7883995309449126
Combat,Balanced,Communicate,0.4083063427594511,1.3855888775998084,0.6946537728101754,11,0.09252855436671914,0.8181041683217484
Combat,Balanced,Attack,0.7592487330608428,1.704802544810668,0.3646706762343366,37,0.39943227903085443,0.9579120757156483
Stealth,Aggressive,Communicate,0.9036078443467951,0.8391585218531586,0.7385058785105187,33,0.41892922393741894,0.8242679859228745
Calm,Defensive,Explore,0.23276314710128876,2.2533394152372224,0.6666170848793723,40,0.5145617903482984,0.5648414367174266
Combat,Defensive,Defend,0.8073960303399513,0.32224383877822155,0.11956199775205645,9,0.7089642671237775,0.17965696583684598
Combat,Random,Explore,0.059093890078253275,2.630643827385822,0.5726428531155846,16,0.9061009286804258,0.0997635577028424
Chaotic,Defensive,Hide,0.8988473881802473,2.501538804118394,0.256743496309758,16,0.13773409888780863,0.0545118899108592
Combat,Aggressive,Communicate,0.6507685475587474,0.7265743371098226,0.8040956696335928,66,0.05434809834865706,0.6665258317853837
Combat,Balanced,Communicate,0.8742267241383516,2.447040755027261,0.42593770846693946,61,0.018531233594333285,0.8075362553979931
Chaotic,Defensive,Communicate,0.00018839955658189744,2.3804374258782963,0.9946841651964872,94,0.14362137806881625,0.508683950684079
Stealth,Random,Explore,0.1690810703559925,1.933428133486452,0.09250043793896379,0,0.6579494857816259,0.05471417483363994
Combat,Defensive,Hide,0.3897593874264921,1.183208513009094,0.7803478627401585,11,0.7274770779964966,0.5354705745913382
Chaotic,Aggressive,Defend,0.3795029033747186,0.8873463871274168,0.6737017335421565,3,0.7865057135281222,0.9357492615245504
Calm,Random,Defend,0.22673038292351066,0.772172411839115,0.7674988305907054,41,0.24370821190434266,0.5976131909324605
Stealth,Defensive,Explore,0.3816119398672001,1.0239659920144608,0.30752979549045634,12,0.3058948132615199,0.8094274884628149
Calm,Random,Communicate,0.12884871200025483,2.720319485954338,0.4920544893824006,97,0.48313464556549945,0.8001526483917506
Calm,Aggressive,Attack,0.41276112926602604,0.3251582503674657,0.7965085197237084,84,0.0631830968602265,0.9321290997806528
Chaotic,Balanced,Explore,0.8023543291592642,2.50372670113358,0.232541331620855,85,0.6111415232112462,0.7702287656498733
Combat,Aggressive,Explore,0.4790700631033512,1.1117812176212885,0.22603319678865208,3,0.9837350336757578,0.7477005140130896
Chaotic,Aggressive,Hide,0.018000088945214987,1.6126382484329387,0.5510509532949324,81,0.36080631137800256,0.23410266497064058
Chaotic,Aggressive,Defend,0.4214440415792474,2.404008337580623,0.5235635795298558,68,0.7528474750913839,0.05992515532108145
Chaotic,Aggressive,Explore,0.027175016090844162,2.6646919863666167,0.28226247041293284,18,0.500033915569608,0.5175994650538077
Chaotic,Balanced,Explore,0.9662434107067982,1.0998661182106764,0.29807565052482277,1,0.12781184436038273,0.1244342079467552
Stealth,Balanced,Communicate,0.12745395942286897,1.43934609569782,0.2778451632065655,11,0.5822374488025863,0.9621958762779913
Combat,Random,Communicate,0.7076883263306187,1.3020965879686976,0.7715120619984877,80,0.29987426844406495,0.2899247626330286
Calm,Defensive,Attack,0.9727763228920858,0.13842799716134058,0.6519008655624606,73,0.034403208453458234,0.8529442033842931
Calm,Balanced,Hide,0.8260390516665719,0.9582343776901041,0.8324171834102527,97,0.6349297301177438,0.3876246252024593
Combat,Balanced,Attack,0.6993153751262037,1.4316487778244293,0.9754730283140218,5,0.8589323493247276,0.32319424985737744
Calm,Defensive,Communicate,0.8394609095007669,1.2921714657532755,0.4741642962719864,7,0.34476976689987415,0.9351585723766211
Combat,Balanced,Defend,0.9817986932606276,2.1935947597954706,0.06669388140544885,50,0.3902955472127705,0.363322572086224
Calm,Aggressive,Communicate,0.6213444972535296,1.2159304899411993,0.04809231041203543,10,0.8910216829672115,0.39028790866313645
Chaotic,Aggressive,Hide,0.5591848068293265,1.5191917020149437,0.29566503927161913,62,0.8136088133673559,0.10609177961290917
Calm,Defensive,Communicate,0.6282381104632814,1.3458649171838537,0.9325445893524509,56,0.7149528235517771,0.6704466652825093
Combat,Random,Hide,0.532675886761555,2.2478158317936745,0.5232130549708749,11,0.24879706375314792,0.2888394144775135
Combat,Random,Hide,0.6350891059097188,2.6026199570621915,0.27178651608012916,72,0.9102166549666445,0.5856041678395072
Combat,Defensive,Hide,0.44984220797255925,1.642478329121791,0.39916679451101955,1,0.154415757539213,0.5913517040532095
Combat,Defensive,Hide,0.2184431828833071,2.3893533631660544,0.5985951074046708,7,0.6267705194172218,0.719199695595767
Combat,Aggressive,Hide,0.12024722651167563,0.9606813778575667,0.6529496581378422,10,0.0288011805465187,0.7452414861724412
Stealth,Random,Defend,0.0683409355322604,1.6699718694560792,0.15391950978290503,52,0.6437198063249459,0.5144524344015394
Stealth,Balanced,Attack,0.2633157837532001,1.10116686564292,0.977031676545176,99,0.27714435187335984,0.330991947603403
Calm,Aggressive,Explore,0.046123564335733835,1.3011826841583078,0.5447722269827888,9,0.44967697718372,0.8374508948347339
Combat,Defensive,Attack,0.5671707799193856,2.2240002079567387,0.1356883177922793,84,0.3452645520570531,0.3098656494084847
Calm,Random,Hide,0.2838284470235203,2.6568211987648667,0.8936352533461337,83,0.1727567562462099,0.5075090944693315
Combat,Balanced,Defend,0.8245348080870322,0.45233663415451975,0.0746384310794288,7,0.6219807900938741,0.40125258320372803
Combat,Balanced,Communicate,0.07424087298838644,1.9404538438134036,0.9077354331775127,35,0.8819755551406074,0.8550783859696881
Stealth,Aggressive,Defend,0.22635149434148594,1.7882170419756156,0.9965656562889824,92,0.9590842422824034,0.4319185311458288
Stealth,Random,Hide,0.7302461470901459,0.4434036136102024,0.7004317991565039,75,0.19234636315391507,0.3860991888374843
Chaotic,Random,Defend,0.5988082963834914,0.7144935582763163,0.7704472210739898,13,0.7173727740629734,0.6898236928976375
Stealth,Defensive,Defend,0.06449127124916754,1.0019072347247728,0.3373028364674864,53,0.6643393666056823,0.6024411098614427
Chaotic,Random,Hide,0.8772394571622004,0.5841001053707543,0.9415768527339338,84,0.34337778957457255,0.10724683349584607
Chaotic,Random,Defend,0.8772617628261795,0.8068154993205912,0.5297139661083676,85,0.019099199353725838,0.5081688063439632
Chaotic,Aggressive,Explore,0.33040800387577385,0.8760423166989517,0.7323884465975549,20,0.6897912473128661,0.7354783883332476
Chaotic,Random,Explore,0.3404058433495647,1.0734541158132729,0.9241077159112795,49,0.9454948605595002,0.9920747645913562
Chaotic,Balanced,Defend,0.9890283583501739,2.273232313123361,0.9751799759755083,93,0.6321201219156514,0.6291468339703191
Calm,Aggressive,Communicate,0.6261761715931382,1.7585453911667421,0.8332043565966744,38,0.4352927241876341,0.37029306644131776
Stealth,Aggressive,Hide,0.5313165205680591,2.9601153486590643,0.30301750698203,19,0.5251538941116284,0.2261515998021184
Chaotic,Defensive,Explore,0.8381521835519244,1.302733898205666,0.9665475165520824,87,0.19962880765991753,0.8728302341533203
Combat,Random,Communicate,0.28529033835731643,2.2862087141270826,0.6281195312435718,86,0.7505441637537376,0.8145652121135027
Stealth,Defensive,Defend,0.4291825933963569,2.627258421991948,0.9306424763519598,6,0.746419830009849,0.23392282077938487
Stealth,Balanced,Communicate,0.26777667548833417,2.0690376298103215,0.6761050258143518,8,0.14551730038742494,0.20063209014657346
